City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Sorland,NO,67.667,12.6934,42.06,93,100,19.1,light rain
347,Lar,IN,26.2039,83.9717,90.03,9,0,5.73,clear sky
348,Iqaluit,CA,63.7506,-68.5145,-16.91,94,87,2.91,overcast clouds
349,Hithadhoo,MV,-0.6,73.0833,82.99,75,29,10.4,scattered clouds
350,Mwinilunga,ZM,-11.7358,24.4293,60.51,98,100,3.0,overcast clouds
351,Netivot,IL,31.4222,34.5886,86.59,13,12,19.6,few clouds
352,Pontes E Lacerda,BR,-15.2261,-59.3353,71.22,84,10,2.75,clear sky
353,Stokmarknes,NO,68.5646,14.9108,42.78,81,100,3.44,light rain
354,Roma,US,43.2128,-75.4557,36.09,68,6,4.81,clear sky
355,Ngaoundere,CM,7.3167,13.5833,68.36,79,56,3.42,broken clouds
356,Dhidhdhoo,MV,6.8833,73.1,83.68,75,96,7.05,overcast clouds
357,Nellikkuppam,IN,11.7667,79.6833,85.19,66,18,5.28,few clouds
358,Half Moon Bay,US,37.4636,-122.4286,61.03,66,0,10.36,clear sky
359,Tommot,RU,58.9564,126.2925,31.75,86,100,8.63,light snow
360,Sorong,ID,-0.8833,131.25,86.22,68,92,11.61,overcast clouds
361,Akdepe,TM,42.0551,59.3788,55.83,53,95,9.82,overcast clouds
362,Avera,US,33.194,-82.5271,71.11,81,99,2.19,overcast clouds
363,Rio Gallegos,AR,-51.6226,-69.2181,50.63,58,100,20.22,overcast clouds
364,Graham,US,47.0529,-122.2943,57.0,36,40,11.5,scattered clouds
365,Leningradskiy,RU,69.3833,178.4167,21.11,90,95,6.02,overcast clouds
366,Mount Pleasant,US,32.7941,-79.8626,69.94,91,100,13.8,mist
367,Timbiras,BR,-4.2553,-43.9406,73.62,99,100,1.92,overcast clouds
368,Biak,ID,-0.9131,122.8766,83.35,66,100,1.86,overcast clouds
369,Gashua,NG,12.871,11.0482,84.04,50,100,6.42,overcast clouds
370,Altea,ES,38.5989,-0.0514,61.65,71,98,1.81,overcast clouds
371,Alibag,IN,18.6411,72.8792,82.47,69,3,0.94,clear sky
372,Severnyy,RU,50.677,36.5532,41.04,100,100,8.95,overcast clouds
373,Asaba,NG,6.2006,6.7338,76.51,88,100,1.77,overcast clouds
374,Tucupita,VE,9.0622,-62.051,74.03,86,33,4.94,scattered clouds
375,Madisonville,US,37.3281,-87.4989,51.66,64,100,3.0,moderate rain
376,Thinadhoo,MV,0.5333,72.9333,83.43,71,100,9.84,overcast clouds
377,Berlevag,NO,70.8578,29.0864,40.8,94,100,13.73,overcast clouds
378,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,34.88,90,100,13.29,overcast clouds
379,Huainan,CN,32.6264,116.9969,65.12,53,100,9.4,overcast clouds
380,Urumqi,CN,43.801,87.6005,65.35,8,0,8.95,clear sky
381,Ordzhonikidze,KZ,52.4411,61.7408,44.85,65,100,4.27,overcast clouds
382,Beloha,MG,-25.1667,45.05,72.28,92,100,9.13,overcast clouds
383,Ha Giang,VN,22.8333,104.9833,65.08,96,100,2.28,overcast clouds
384,Coihaique,CL,-45.5752,-72.0662,48.88,92,100,5.08,overcast clouds
385,Kushima,JP,31.4583,131.2333,69.44,47,100,3.62,overcast clouds
386,Kiama,AU,-34.6833,150.8667,80.38,56,100,7.0,overcast clouds
387,Paysandu,UY,-32.3214,-58.0756,60.6,66,100,6.26,overcast clouds
388,Chifeng,CN,42.2683,118.9636,55.33,20,0,7.47,clear sky
389,Charlestown,AU,-32.95,151.6667,78.82,61,61,4.0,broken clouds
390,Waharoa,NZ,-37.7667,175.7667,65.55,93,100,12.08,light rain
391,Mehamn,NO,71.0357,27.8492,39.52,96,100,13.47,overcast clouds
392,Benoy,TD,8.9833,16.3199,86.32,43,100,7.76,overcast clouds
393,Eureka,US,40.8021,-124.1637,58.75,71,100,6.2,overcast clouds
394,La Pila,MX,22.05,-100.8667,73.78,51,19,11.03,few clouds
395,Bonavista,CA,48.6499,-53.1147,40.59,99,100,14.7,overcast clouds
396,Deputatskiy,RU,69.3,139.9,9.59,91,97,4.21,overcast clouds
397,Clinton,US,42.587,-82.9199,37.94,67,9,1.99,clear sky
398,Flinders,AU,-34.5833,150.8552,80.19,57,100,5.99,overcast clouds
399,Manokwari,ID,-0.8667,134.0833,83.88,69,100,4.76,overcast clouds
400,Clyde River,CA,70.4692,-68.5914,-15.65,98,85,4.21,overcast clouds
401,Agbor,NG,6.2518,6.1934,75.79,87,100,0.16,overcast clouds
402,Sorrento,IT,40.626,14.3744,53.1,72,100,7.0,overcast clouds
403,Kopavogur,IS,64.1123,-21.913,39.42,87,25,3.0,scattered clouds
404,Pointe-Noire,CG,-4.7761,11.8635,77.54,94,100,3.89,overcast clouds
405,Sinop,TR,41.7711,34.8709,56.1,51,100,11.52,overcast clouds
406,Anuradhapura,LK,8.3565,80.4173,79.14,86,55,8.03,broken clouds
407,Kilindoni,TZ,-7.9139,39.6668,80.51,81,34,13.42,light rain
408,Jiblah,YE,13.9216,44.1467,63.25,48,6,0.56,clear sky
409,Zharkent,KZ,44.1628,80.0,68.99,15,19,4.45,few clouds
410,San Bernardo,CL,-33.6,-70.7167,62.74,57,0,2.15,clear sky
411,Grove City,US,39.8815,-83.093,45.14,49,0,6.91,clear sky
412,Pedasi,PA,7.5333,-80.0333,80.1,80,80,6.42,broken clouds
413,Dali,CN,25.7,100.1833,58.53,69,85,4.12,overcast clouds
414,Coahuayana,MX,18.7333,-103.6833,72.97,81,100,1.95,overcast clouds
415,Antofagasta,CL,-23.65,-70.4,60.15,84,62,3.51,broken clouds
416,Elk City,US,35.412,-99.4043,62.82,39,0,0.0,clear sky
417,Nome,US,64.5011,-165.4064,32.11,83,100,14.74,overcast clouds
418,Pombia,IT,45.653,8.6336,52.0,54,100,3.27,overcast clouds
419,Chimoio,MZ,-19.1164,33.4833,64.02,93,94,4.45,overcast clouds
420,Anloga,GH,5.7947,0.8973,82.18,80,100,11.95,light rain
421,Pacific Grove,US,36.6177,-121.9166,62.02,74,59,4.0,broken clouds
422,Bandarbeyla,SO,9.4942,50.8122,80.15,82,15,7.4,few clouds
423,Alice Springs,AU,-23.7,133.8833,80.15,34,1,11.5,clear sky
424,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,38,75,8.95,broken clouds
425,Aktash,RU,50.3,87.7333,35.47,35,100,2.39,overcast clouds
426,Ponta Do Sol,PT,32.6667,-17.1,65.12,55,34,12.35,scattered clouds
427,Zhezkazgan,KZ,47.8043,67.7144,55.42,63,100,14.36,overcast clouds
428,Asau,RO,46.4333,26.4,30.11,85,70,5.06,broken clouds
429,Srednekolymsk,RU,67.45,153.6833,22.59,87,99,6.69,overcast clouds
430,Ende,ID,-8.8432,121.6623,83.12,79,100,1.83,overcast clouds
431,Tuatapere,NZ,-46.1333,167.6833,62.62,55,72,1.19,broken clouds
432,Quebrangulo,BR,-9.3189,-36.4711,71.26,97,80,5.23,broken clouds
433,Amapa,BR,1.0,-52.0,72.32,99,100,1.83,overcast clouds
434,Abu Samrah,SY,35.3029,37.1841,71.1,16,100,16.73,overcast clouds
435,Skowhegan,US,44.7651,-69.7192,41.97,74,8,8.25,clear sky
436,Ostrovnoy,RU,68.0531,39.5131,33.01,93,100,7.61,overcast clouds
437,Tuy Hoa,VN,13.0833,109.3,79.95,78,40,9.1,light rain
438,Mahanoro,MG,-19.9,48.8,73.42,90,51,1.86,light rain
439,Saint-Georges,GD,12.0564,-61.7485,79.05,80,100,14.25,overcast clouds
440,Cortes,ES,41.9395,-1.4396,57.25,59,100,19.6,overcast clouds
441,Torrevieja,ES,37.9787,-0.6822,61.52,82,98,3.8,overcast clouds
442,Linkoping,SE,58.4109,15.6216,35.98,86,97,3.44,overcast clouds
443,Nador,MA,35.174,-2.9287,61.05,77,0,2.3,clear sky
444,Carutapera,BR,-1.195,-46.02,75.83,92,100,1.86,overcast clouds
445,Naumburg,DE,51.15,11.8167,40.82,50,18,1.32,few clouds
446,Talaya,RU,61.3833,152.75,16.11,71,100,0.94,overcast clouds
447,Klichka,RU,50.4457,117.996,53.94,45,82,14.54,broken clouds
448,Gorontalo,ID,0.5412,123.0595,89.78,55,52,1.16,broken clouds
449,Tygda,RU,53.1167,126.3333,42.46,28,100,11.65,overcast clouds
450,Divnoye,RU,45.9089,43.3547,47.01,80,83,9.98,broken clouds
451,Pangnirtung,CA,66.1451,-65.7125,-7.53,100,100,4.32,overcast clouds
452,Veinte De Noviembre,MX,14.9833,-92.25,78.49,81,84,1.66,broken clouds
453,Dakar,SN,14.6937,-17.4441,67.08,89,5,18.92,clear sky
454,Ullapool,GB,57.8987,-5.1604,53.35,91,100,2.68,overcast clouds
455,Katangli,RU,51.7102,143.2326,29.8,87,100,5.64,overcast clouds
456,Tromso,NO,69.6496,18.957,42.82,75,100,14.97,light rain
457,Jishu,CN,44.3167,126.8,51.66,23,13,4.09,few clouds
458,Bansko,BG,41.8383,23.4885,33.12,97,100,4.29,overcast clouds
459,Tateyama,JP,34.9833,139.8667,66.09,71,100,11.07,light rain
460,Necochea,AR,-38.5473,-58.7368,57.76,87,93,9.13,overcast clouds
461,Sobolevo,RU,54.4299,31.8996,31.35,93,100,13.22,light snow
462,Grindavik,IS,63.8424,-22.4338,39.67,70,75,5.75,broken clouds
463,Nishihara,JP,26.1842,127.7558,72.68,60,40,6.91,scattered clouds
464,Qaqortoq,GL,60.7167,-46.0333,25.9,88,40,1.61,scattered clouds
465,Grand Gaube,MU,-20.0064,57.6608,75.38,91,16,5.01,few clouds
466,Chauk,MM,20.8833,94.8167,89.24,48,20,8.88,few clouds
467,Andilamena,MG,-17.0167,48.5833,64.85,91,96,7.72,overcast clouds
468,Turbana,CO,10.2717,-75.4422,79.72,82,100,4.85,overcast clouds
469,Mattawa,US,46.7379,-119.9028,52.02,40,100,7.45,overcast clouds
470,Mount Isa,AU,-20.7333,139.5,89.37,19,0,5.75,clear sky
471,Kondoa,TZ,-4.9,35.7833,60.08,96,100,2.73,overcast clouds
472,Ketchikan,US,55.3422,-131.6461,46.58,36,68,1.23,broken clouds
473,Kumo,NG,10.0447,11.2122,80.62,59,100,11.99,light rain
474,Dalby,AU,-27.1833,151.2667,74.61,38,0,7.14,clear sky
475,Flin Flon,CA,54.7682,-101.865,24.44,91,100,2.1,overcast clouds
476,Kununurra,AU,-15.7667,128.7333,89.58,62,0,5.75,clear sky
477,Marsh Harbour,BS,26.5412,-77.0636,76.33,81,64,12.68,broken clouds
478,Walvis Bay,NA,-22.9575,14.5053,63.86,65,8,3.51,clear sky
479,Lagoa,PT,39.05,-27.9833,56.79,66,36,16.69,scattered clouds
480,Mareeba,AU,-17.0,145.4333,82.67,70,58,6.44,broken clouds
481,Floriano,BR,-6.7669,-43.0225,76.21,85,82,1.83,broken clouds
482,Taoudenni,ML,22.6783,-3.9836,74.86,24,3,8.59,clear sky
483,Imeni Zhelyabova,RU,58.9544,36.5956,29.93,97,100,2.71,overcast clouds
484,Isla Mujeres,MX,21.2311,-86.731,77.16,78,3,8.19,clear sky
485,Cairns,AU,-16.9167,145.7667,86.07,74,100,6.91,overcast clouds
486,Jalu,LY,29.0331,21.5482,60.04,77,100,13.91,overcast clouds
487,Maraa,BR,-1.8333,-65.3667,74.39,98,100,3.62,light rain
488,San Felipe,VE,10.3399,-68.7425,71.87,95,100,2.39,light rain
489,Tabou,CI,4.423,-7.3528,76.75,89,97,1.28,overcast clouds
490,Greenville,US,35.6127,-77.3663,55.44,64,0,12.66,clear sky
491,Sonoita,MX,31.85,-112.8333,82.85,8,0,7.78,clear sky
492,Havoysund,NO,70.9963,24.6622,43.03,96,100,14.97,overcast clouds
493,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,0,9.22,clear sky
494,Djambala,CG,-2.5447,14.7533,69.48,93,100,1.86,moderate rain
495,Gambo,CF,4.6482,22.2633,69.35,93,91,1.41,overcast clouds
496,Wajima,JP,37.4,136.9,57.31,52,100,5.48,overcast clouds
497,Inverness,GB,57.4791,-4.224,53.98,77,100,3.44,overcast clouds
498,Kirkkonummi,FI,60.1238,24.4385,38.39,92,100,4.99,overcast clouds
499,Russell,US,32.3502,-85.1999,65.43,96,75,4.61,broken clouds
500,Banda Aceh,ID,5.5577,95.3222,83.61,72,99,6.85,overcast clouds
501,Shenjiamen,CN,29.9576,122.298,56.8,67,100,4.85,overcast clouds
502,Rosarito,MX,32.3333,-117.0333,68.41,68,0,11.56,clear sky
503,Ixtapa,MX,20.7,-105.2,77.23,62,100,5.99,overcast clouds
504,Chernyshevskiy,RU,63.0128,112.4714,28.76,81,100,15.37,overcast clouds
505,Domoni,KM,-12.2569,44.5319,78.13,85,15,2.62,few clouds
506,Brae,GB,60.3964,-1.353,45.84,82,100,22.21,overcast clouds
507,Kitimat,CA,54.0524,-128.6534,49.12,49,14,1.77,few clouds
508,Westport,US,41.1415,-73.3579,44.82,50,0,4.61,clear sky
509,Torbay,CA,47.6666,-52.7314,52.57,97,100,19.57,overcast clouds
510,Los Aquijes,PE,-14.0967,-75.6908,68.5,67,0,0.96,clear sky
511,Zhigansk,RU,66.7697,123.3711,30.63,80,100,28.99,overcast clouds
512,Carsamba,TR,41.1989,36.7219,61.29,56,83,6.91,broken clouds
513,Zwedru,LR,6.0667,-8.1281,72.79,93,100,1.01,overcast clouds
514,Oistins,BB,13.0667,-59.5333,78.48,76,96,17.9,overcast clouds
515,Guanay,BO,-15.4975,-67.8797,69.21,80,88,1.03,overcast clouds
516,Kosonsoy,UZ,41.2561,71.5508,57.76,26,93,4.72,overcast clouds
517,Aasiaat,GL,68.7098,-52.8699,4.51,99,100,3.91,overcast clouds
518,Kaputa,ZM,-8.4689,29.6619,67.53,89,14,2.33,few clouds
519,Talnakh,RU,69.4865,88.3972,4.21,93,100,5.21,overcast clouds
520,Bardiyah,LY,31.7561,25.0865,59.07,86,36,10.94,scattered clouds
521,Ravar,IR,31.2656,56.8055,59.9,41,56,8.41,broken clouds
522,Polunochnoye,RU,60.8697,60.4153,23.27,87,82,3.58,broken clouds
523,Meulaboh,ID,4.1363,96.1285,81.43,81,100,2.33,overcast clouds
524,Nabire,ID,-3.3667,135.4833,83.28,78,99,2.51,overcast clouds
525,Port Moresby,PG,-9.4431,147.1797,85.51,68,73,5.59,broken clouds
526,Luwuk,ID,-0.9516,122.7875,86.09,65,100,2.91,overcast clouds
527,Butembo,CD,0.15,29.2833,57.56,91,95,3.06,overcast clouds
528,Lydenburg,ZA,-25.0978,30.4597,52.2,97,83,0.56,broken clouds
529,Buchanan,LR,5.8808,-10.0467,78.51,84,100,3.47,overcast clouds
530,Nyurba,RU,63.2842,118.3319,36.59,99,99,9.57,light rain
531,Porto Belo,BR,-27.1578,-48.5531,64.17,70,98,6.98,overcast clouds
532,Englehart,CA,47.8169,-79.8664,26.37,86,55,4.34,broken clouds
533,Dedza,MW,-14.3779,34.3332,55.33,96,11,3.47,few clouds
534,Mabaruma,GY,8.2,-59.7833,73.45,92,6,3.27,clear sky
535,Macapa,BR,0.0389,-51.0664,75.88,91,100,5.82,overcast clouds
536,Mackenzie,CA,55.2999,-123.1698,37.04,76,100,2.8,overcast clouds
537,Nelson Bay,AU,-32.7167,152.15,79.09,63,12,5.53,few clouds
538,Amga,RU,60.8953,131.9608,36.0,57,26,11.05,scattered clouds
539,Chipata,ZM,-13.6333,32.65,61.18,98,18,4.61,few clouds
540,Elliot,ZA,-31.3333,27.85,48.16,87,60,3.58,broken clouds
541,Arman,RU,59.7,150.1667,27.9,72,100,2.39,overcast clouds
542,Severo-Yeniseyskiy,RU,60.3725,93.0408,22.73,81,100,11.99,overcast clouds
543,Pierre,US,44.3683,-100.351,35.85,74,3,11.01,clear sky
544,North Bend,US,43.4065,-124.2243,53.24,100,100,11.61,overcast clouds
545,Lata,PT,40.1629,-8.3327,58.82,97,44,1.05,scattered clouds
546,Bilasipara,IN,26.232,90.2347,74.17,82,7,17.54,clear sky
547,Oranjestad,AW,12.524,-70.027,80.55,78,20,21.85,few clouds
548,Prince Rupert,CA,54.3161,-130.3201,50.09,43,0,9.22,clear sky
549,Matara,LK,5.9485,80.5353,82.02,77,100,6.53,overcast clouds
550,Guanare,VE,9.0418,-69.7421,73.42,100,100,2.3,overcast clouds
551,Staraya Russa,RU,57.9944,31.3608,32.99,83,100,3.51,overcast clouds
552,Inuvik,CA,68.3499,-133.7218,16.63,84,100,10.38,overcast clouds
553,Korla,CN,41.7597,86.1469,60.44,13,0,5.08,clear sky
554,Santa Luzia,BR,-19.7697,-43.8514,65.62,78,100,5.73,overcast clouds
555,Haines Junction,CA,60.7522,-137.5108,30.87,50,100,3.53,overcast clouds
556,Omboue,GA,-1.5746,9.2618,77.29,92,100,3.38,light rain
557,Konde,TZ,-4.95,39.75,77.47,89,29,9.86,light rain
558,Liverpool,GB,53.4106,-2.9779,51.89,83,20,7.0,few clouds
559,Zhangye,CN,38.9342,100.4517,51.84,23,0,6.24,clear sky
560,Nouadhibou,MR,20.931,-17.0347,64.65,91,100,9.48,overcast clouds
561,Port Lincoln,AU,-34.7333,135.8667,61.95,67,100,8.55,overcast clouds
562,Zaysan,KZ,47.4667,84.8667,59.09,15,9,1.36,clear sky
563,Fremont,US,37.5483,-121.9886,62.17,61,0,13.8,clear sky
564,Acarau,BR,-2.8856,-40.12,78.48,85,48,6.4,scattered clouds
565,Piranshahr,IR,36.701,45.1413,43.39,64,20,2.01,few clouds
566,Harer,ET,9.3094,42.1258,60.49,48,8,2.51,clear sky
567,Laguna,US,38.421,-121.4238,68.14,34,0,11.5,clear sky
568,Trenggalek,ID,-8.05,111.7167,86.36,71,29,1.32,scattered clouds
569,Salinopolis,BR,-0.6136,-47.3561,77.77,87,100,2.55,moderate rain
570,Seymchan,RU,62.8833,152.4333,22.14,82,100,3.76,overcast clouds
571,Bondoukou,CI,8.0333,-2.8,74.73,87,100,3.98,overcast clouds
572,Araouane,ML,18.9048,-3.5265,72.39,25,0,10.85,clear sky
573,Makakilo City,US,21.3469,-158.0858,74.68,73,100,9.22,overcast clouds
574,Oropesa,PE,-13.5928,-71.7719,57.06,58,20,3.44,few clouds
575,Naifaru,MV,5.4444,73.3657,83.46,75,76,10.18,broken clouds
576,Namestovo,SK,49.4079,19.4803,35.33,84,53,2.24,broken clouds
577,Berbera,SO,10.4396,45.0143,81.23,78,5,1.99,clear sky
578,Margherita,IN,27.2833,95.6833,64.26,95,100,2.35,overcast clouds
579,San Juan,AR,-31.5375,-68.5364,66.42,38,39,2.86,scattered clouds
580,Terney,RU,45.0503,136.6092,47.97,40,65,4.09,broken clouds
581,Ola,RU,59.5833,151.2833,26.55,69,100,1.57,overcast clouds
582,Kuliyapitiya,LK,7.4688,80.0401,76.68,83,61,4.7,broken clouds
583,Muros,ES,42.7762,-9.0603,56.84,80,81,12.91,broken clouds
584,Tual,ID,-5.6667,132.75,83.7,74,100,7.38,overcast clouds
585,Tukrah,LY,32.5341,20.5791,58.3,88,20,13.02,few clouds
586,Mangai,CD,-4.05,19.5333,71.49,90,98,1.34,overcast clouds
587,Okato,NZ,-39.2,173.8833,65.91,64,100,7.14,overcast clouds
588,Ucluelet,CA,48.9329,-125.5528,49.08,71,100,3.0,overcast clouds
589,Omsukchan,RU,62.5333,155.8,23.0,77,100,1.36,overcast clouds
590,Pirapemas,BR,-3.7267,-44.2233,73.71,99,100,1.97,overcast clouds
591,Kroya,ID,-7.6331,109.2461,84.87,73,69,1.3,broken clouds
592,Altayskoye,RU,51.9533,85.3325,59.22,43,62,3.69,broken clouds
593,Matagami,CA,49.7502,-77.6328,20.41,93,100,4.92,overcast clouds
594,Terrace Bay,CA,48.7834,-87.1,24.4,80,100,4.43,overcast clouds
595,Castro-Urdiales,ES,43.3829,-3.2204,56.98,81,0,7.09,clear sky
596,Pokhara,NP,28.2333,83.9833,83.64,16,4,0.67,clear sky
597,Ontario,US,34.0633,-117.6509,77.76,53,0,12.66,clear sky
598,Inhambane,MZ,-23.865,35.3833,71.96,92,77,3.69,light rain
599,Henderson,US,36.0397,-114.9819,85.19,20,0,6.91,clear sky
600,Port Keats,AU,-14.25,129.55,90.21,54,24,2.84,few clouds
601,Atar,MR,20.5169,-13.0499,85.69,12,100,3.98,overcast clouds
602,Batagay-Alyta,RU,67.8006,130.4114,10.2,86,99,4.45,overcast clouds
603,Biltine,TD,14.5333,20.9167,86.95,34,100,5.48,overcast clouds
604,Cerkezkoy,TR,41.285,28.0003,42.98,93,75,24.16,light intensity shower rain
605,San Quintin,MX,30.4833,-115.95,60.67,80,3,17.65,clear sky
606,Newtownards,GB,54.5924,-5.6909,48.15,83,75,6.91,broken clouds
607,Kathu,TH,7.9178,98.3332,85.82,79,99,6.6,overcast clouds
608,Kyren,RU,51.6828,102.1408,54.59,45,98,1.86,overcast clouds
609,Santa Cruz,BO,-17.8,-63.1667,67.14,49,80,5.91,broken clouds
610,Prince Albert,CA,53.2001,-105.7677,27.39,74,23,4.94,few clouds
611,Tansen,NP,27.8673,83.5467,76.82,16,20,2.86,few clouds
612,Kilosa,TZ,-6.8333,36.9833,67.91,97,40,1.68,scattered clouds
613,Huanan,CN,46.2167,130.5167,48.81,24,2,9.6,clear sky
614,Gizo,SB,-8.103,156.8419,84.47,69,50,8.63,scattered clouds
615,Rockland,US,41.1668,-74.0496,44.44,50,0,1.01,clear sky
616,Porangatu,BR,-13.4408,-49.1486,71.62,92,100,2.51,light rain
617,Hirara,JP,24.8,125.2833,71.11,69,71,6.46,broken clouds
618,Axim,GH,4.8699,-2.2405,78.67,87,100,6.69,moderate rain
619,Virginia Beach,US,36.8529,-75.978,53.62,69,77,1.01,broken clouds
620,Santa Maria,BR,-29.6842,-53.8069,56.79,95,25,5.84,scattered clouds
621,Noumea,NC,-22.2763,166.4572,82.99,99,36,8.25,scattered clouds
622,Aquiraz,BR,-3.9014,-38.3911,82.18,86,85,3.38,overcast clouds
623,Karachi,PK,24.9056,67.0822,80.42,83,40,3.44,smoke
624,Mawlaik,MM,23.6333,94.4167,87.35,34,0,2.75,clear sky
625,Bam,IR,29.106,58.357,66.13,38,1,6.62,clear sky
626,Harper,LR,4.375,-7.7169,77.47,87,94,1.19,overcast clouds
627,Bongor,TD,10.2806,15.3722,88.14,39,53,1.39,broken clouds
628,Chimore,BO,-16.9833,-65.1333,68.47,80,100,1.01,overcast clouds
629,Talakan,RU,50.3167,130.3667,41.41,60,59,4.59,broken clouds
630,Sangar,RU,63.9242,127.4739,28.56,82,100,20.94,overcast clouds
631,Xianyang,CN,34.3378,108.7026,68.14,37,92,13.51,overcast clouds
632,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,42,0,8.05,clear sky
633,Vavuniya,LK,8.7514,80.4971,77.58,94,56,4.85,broken clouds
634,Tutoia,BR,-2.7619,-42.2744,77.61,89,100,6.17,overcast clouds
635,Puerto Madero,MX,14.7208,-92.4215,82.6,78,40,5.75,scattered clouds
636,Amalapuram,IN,16.5833,82.0167,84.0,75,51,3.33,broken clouds
637,Hobyo,SO,5.3505,48.5268,82.8,78,100,14.07,overcast clouds
638,Roald,NO,62.5833,6.1333,46.76,93,100,0.0,overcast clouds
639,Uvinza,TZ,-5.1036,30.3911,65.39,96,80,2.71,broken clouds
640,Kodinsk,RU,58.6881,99.1844,40.42,77,100,14.14,overcast clouds
641,Edd,ER,13.9297,41.6925,82.08,66,0,5.79,clear sky
642,Rorvik,NO,64.8621,11.2373,42.17,82,100,9.31,overcast clouds
643,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,100,5.75,moderate rain
644,Gonen,TR,40.1049,27.654,53.02,56,100,11.52,overcast clouds
645,Neryungri,RU,56.6709,124.6491,25.38,94,100,11.7,snow
646,Talcahuano,CL,-36.7167,-73.1167,53.31,87,45,7.34,scattered clouds
647,Manta,EC,-0.95,-80.7333,72.16,87,16,7.47,few clouds
648,Kalininsk,RU,51.5,44.4758,49.96,80,100,4.47,overcast clouds
649,Sarangani,PH,5.4033,125.4636,82.62,75,58,14.32,broken clouds
650,San Vicente,AR,-26.6167,-54.1333,54.12,89,2,2.01,clear sky
651,Redcar,GB,54.6166,-1.06,53.53,63,100,4.0,light rain
652,Buala,SB,-8.145,159.5921,83.16,77,84,7.58,moderate rain
653,Vysokogornyy,RU,50.1167,139.15,31.37,78,100,4.07,overcast clouds
654,Alpena,US,45.0617,-83.4327,32.25,76,0,5.75,clear sky
655,Delijan,IR,33.9905,50.6838,49.62,38,0,4.41,clear sky
656,Norrkoping,SE,58.5942,16.1826,37.83,93,100,0.0,overcast clouds
657,Seoul,KR,37.5683,126.9778,61.99,28,100,6.33,overcast clouds
658,Aitape,PG,-3.1374,142.3475,83.48,77,54,2.68,moderate rain
659,Castro Alves,BR,-12.7656,-39.4283,71.96,88,100,10.09,overcast clouds
660,Camopi,GF,3.1655,-52.3158,72.97,100,100,1.61,overcast clouds
